epoch: 0	train ppl: 718.4325488347566	val ppl: 344.89680897417946	best val: 344.89680897417946	time (s) spent in epoch: 40.36432766914368
epoch: 1	train ppl: 287.32767856405803	val ppl: 239.87085907137424	best val: 239.87085907137424	time (s) spent in epoch: 40.047178506851196
epoch: 2	train ppl: 213.602352960315	val ppl: 198.9419366355139	best val: 198.9419366355139	time (s) spent in epoch: 39.97019052505493
epoch: 3	train ppl: 175.88429795466624	val ppl: 176.4707059311977	best val: 176.4707059311977	time (s) spent in epoch: 39.878583908081055
epoch: 4	train ppl: 151.63949519483006	val ppl: 162.1435351966194	best val: 162.1435351966194	time (s) spent in epoch: 39.906450271606445
epoch: 5	train ppl: 133.86046104809574	val ppl: 151.7046023715062	best val: 151.7046023715062	time (s) spent in epoch: 39.91581869125366
epoch: 6	train ppl: 119.79456528806388	val ppl: 142.9829554826644	best val: 142.9829554826644	time (s) spent in epoch: 40.275542974472046
epoch: 7	train ppl: 108.43804840496361	val ppl: 137.15638567715087	best val: 137.15638567715087	time (s) spent in epoch: 40.93458676338196
epoch: 8	train ppl: 98.68299463814833	val ppl: 132.4027485828979	best val: 132.4027485828979	time (s) spent in epoch: 40.14287996292114
epoch: 9	train ppl: 90.58606632572516	val ppl: 128.69235053308543	best val: 128.69235053308543	time (s) spent in epoch: 40.09866786003113
epoch: 10	train ppl: 83.49933227186284	val ppl: 126.30279698566545	best val: 126.30279698566545	time (s) spent in epoch: 39.997366189956665
epoch: 11	train ppl: 77.35766899614144	val ppl: 124.02845477470002	best val: 124.02845477470002	time (s) spent in epoch: 39.953455448150635
epoch: 12	train ppl: 71.85507124848188	val ppl: 123.12230873369285	best val: 123.12230873369285	time (s) spent in epoch: 40.05294489860535
epoch: 13	train ppl: 66.90150381945833	val ppl: 121.82135282644492	best val: 121.82135282644492	time (s) spent in epoch: 39.962016582489014
epoch: 14	train ppl: 62.39497114154105	val ppl: 121.51485151033644	best val: 121.51485151033644	time (s) spent in epoch: 39.869433879852295
epoch: 15	train ppl: 58.368561452786906	val ppl: 121.60461993659398	best val: 121.51485151033644	time (s) spent in epoch: 40.50614953041077
epoch: 16	train ppl: 54.722565841562805	val ppl: 122.56275259368364	best val: 121.51485151033644	time (s) spent in epoch: 39.875221729278564
epoch: 17	train ppl: 51.25892851384954	val ppl: 123.53587853993704	best val: 121.51485151033644	time (s) spent in epoch: 40.02228856086731
epoch: 18	train ppl: 48.092565463496264	val ppl: 124.86483401906168	best val: 121.51485151033644	time (s) spent in epoch: 40.57484531402588
epoch: 19	train ppl: 45.19051144094828	val ppl: 126.29732031464604	best val: 121.51485151033644	time (s) spent in epoch: 39.90917730331421
epoch: 20	train ppl: 42.441985583994516	val ppl: 128.19696095018662	best val: 121.51485151033644	time (s) spent in epoch: 39.93734359741211
epoch: 21	train ppl: 40.005655691676104	val ppl: 129.87180167696454	best val: 121.51485151033644	time (s) spent in epoch: 39.9017698764801
epoch: 22	train ppl: 37.5961632219261	val ppl: 132.31100642097752	best val: 121.51485151033644	time (s) spent in epoch: 39.905632972717285
epoch: 23	train ppl: 35.40470937868457	val ppl: 135.94803559794158	best val: 121.51485151033644	time (s) spent in epoch: 40.08045721054077
epoch: 24	train ppl: 33.403901208281276	val ppl: 138.62387145394652	best val: 121.51485151033644	time (s) spent in epoch: 40.01828098297119
epoch: 25	train ppl: 31.503680763427482	val ppl: 141.76450236367782	best val: 121.51485151033644	time (s) spent in epoch: 40.029072999954224
epoch: 26	train ppl: 29.725238754560994	val ppl: 145.75804023500186	best val: 121.51485151033644	time (s) spent in epoch: 40.20591998100281
epoch: 27	train ppl: 28.081865797182317	val ppl: 148.5345597145668	best val: 121.51485151033644	time (s) spent in epoch: 39.81051301956177
epoch: 28	train ppl: 26.531326472120718	val ppl: 152.1055332770562	best val: 121.51485151033644	time (s) spent in epoch: 39.79391431808472
epoch: 29	train ppl: 25.11087273986502	val ppl: 156.69668914861103	best val: 121.51485151033644	time (s) spent in epoch: 39.7931604385376
epoch: 30	train ppl: 23.710473304737715	val ppl: 160.70630218647122	best val: 121.51485151033644	time (s) spent in epoch: 40.560123682022095
epoch: 31	train ppl: 22.44671193736588	val ppl: 165.8296192141635	best val: 121.51485151033644	time (s) spent in epoch: 39.85016179084778
epoch: 32	train ppl: 21.24786233372894	val ppl: 171.0338666987114	best val: 121.51485151033644	time (s) spent in epoch: 39.91401290893555
epoch: 33	train ppl: 20.124178479666437	val ppl: 176.86105157186236	best val: 121.51485151033644	time (s) spent in epoch: 39.81146836280823
epoch: 34	train ppl: 19.075091036738137	val ppl: 183.84640049932787	best val: 121.51485151033644	time (s) spent in epoch: 39.83202362060547
epoch: 35	train ppl: 18.078036221031528	val ppl: 189.21871916015908	best val: 121.51485151033644	time (s) spent in epoch: 39.844000816345215
epoch: 36	train ppl: 17.13705977772181	val ppl: 198.0894862241971	best val: 121.51485151033644	time (s) spent in epoch: 39.83532977104187
epoch: 37	train ppl: 16.257198688020974	val ppl: 204.73257720227383	best val: 121.51485151033644	time (s) spent in epoch: 39.836925745010376
epoch: 38	train ppl: 15.379742469388228	val ppl: 211.60042973654106	best val: 121.51485151033644	time (s) spent in epoch: 39.860037326812744
epoch: 39	train ppl: 14.614949676318714	val ppl: 219.3042127732455	best val: 121.51485151033644	time (s) spent in epoch: 39.843748807907104
