epoch: 0	train ppl: 737.277473182695	val ppl: 337.53685506784433	best val: 337.53685506784433	time (s) spent in epoch: 19.519970178604126
epoch: 1	train ppl: 281.5658646400129	val ppl: 236.2957703508265	best val: 236.2957703508265	time (s) spent in epoch: 18.612768173217773
epoch: 2	train ppl: 209.1001976579931	val ppl: 198.630508565078	best val: 198.630508565078	time (s) spent in epoch: 18.617334604263306
epoch: 3	train ppl: 173.0145108919199	val ppl: 177.56088607902078	best val: 177.56088607902078	time (s) spent in epoch: 18.616641998291016
epoch: 4	train ppl: 149.6466046572675	val ppl: 163.7337100240662	best val: 163.7337100240662	time (s) spent in epoch: 18.614607572555542
epoch: 5	train ppl: 132.78249309494237	val ppl: 154.0268393871761	best val: 154.0268393871761	time (s) spent in epoch: 18.610181093215942
epoch: 6	train ppl: 119.36568974157795	val ppl: 146.43771150433554	best val: 146.43771150433554	time (s) spent in epoch: 18.617888927459717
epoch: 7	train ppl: 108.38327849147198	val ppl: 140.58533893429797	best val: 140.58533893429797	time (s) spent in epoch: 18.612706184387207
epoch: 8	train ppl: 99.2340283855062	val ppl: 136.36244032554944	best val: 136.36244032554944	time (s) spent in epoch: 18.601234912872314
epoch: 9	train ppl: 91.3524514667409	val ppl: 132.73202917824977	best val: 132.73202917824977	time (s) spent in epoch: 18.611966133117676
epoch: 10	train ppl: 84.39889515160161	val ppl: 130.0482528239228	best val: 130.0482528239228	time (s) spent in epoch: 18.603493690490723
epoch: 11	train ppl: 78.33600155549289	val ppl: 128.1724390751964	best val: 128.1724390751964	time (s) spent in epoch: 18.609421014785767
epoch: 12	train ppl: 72.88786386098857	val ppl: 127.16804236892645	best val: 127.16804236892645	time (s) spent in epoch: 18.61158847808838
epoch: 13	train ppl: 68.01290920545702	val ppl: 126.67194782132123	best val: 126.67194782132123	time (s) spent in epoch: 18.6678786277771
epoch: 14	train ppl: 63.60409602485921	val ppl: 126.65251877798308	best val: 126.65251877798308	time (s) spent in epoch: 18.61973237991333
epoch: 15	train ppl: 59.60456570046925	val ppl: 127.13555189188114	best val: 126.65251877798308	time (s) spent in epoch: 18.485677480697632
epoch: 16	train ppl: 55.99414105871606	val ppl: 127.75571301874085	best val: 126.65251877798308	time (s) spent in epoch: 18.46739649772644
epoch: 17	train ppl: 52.54291763704218	val ppl: 128.90461535987183	best val: 126.65251877798308	time (s) spent in epoch: 18.476128339767456
epoch: 18	train ppl: 49.47245052789787	val ppl: 130.57517005187196	best val: 126.65251877798308	time (s) spent in epoch: 18.476621627807617
epoch: 19	train ppl: 46.66422045974362	val ppl: 132.23974878002912	best val: 126.65251877798308	time (s) spent in epoch: 18.472209930419922
epoch: 20	train ppl: 43.96743400586949	val ppl: 134.46773370474588	best val: 126.65251877798308	time (s) spent in epoch: 18.488714456558228
epoch: 21	train ppl: 41.53552715521181	val ppl: 137.073249092564	best val: 126.65251877798308	time (s) spent in epoch: 18.473183155059814
epoch: 22	train ppl: 39.25931153765567	val ppl: 140.11037796615003	best val: 126.65251877798308	time (s) spent in epoch: 18.470224857330322
epoch: 23	train ppl: 37.19640671736931	val ppl: 142.93579577170678	best val: 126.65251877798308	time (s) spent in epoch: 18.464460849761963
epoch: 24	train ppl: 35.24135735331001	val ppl: 145.55964049422306	best val: 126.65251877798308	time (s) spent in epoch: 18.472187519073486
epoch: 25	train ppl: 33.3589748887881	val ppl: 149.38478949482118	best val: 126.65251877798308	time (s) spent in epoch: 18.473390102386475
epoch: 26	train ppl: 31.62515295468408	val ppl: 152.87760057026284	best val: 126.65251877798308	time (s) spent in epoch: 18.465948581695557
epoch: 27	train ppl: 30.03266439067439	val ppl: 156.94041042235128	best val: 126.65251877798308	time (s) spent in epoch: 18.46425986289978
epoch: 28	train ppl: 28.544591223457044	val ppl: 160.04105297506308	best val: 126.65251877798308	time (s) spent in epoch: 18.476430416107178
epoch: 29	train ppl: 27.086178389519127	val ppl: 163.00627764371598	best val: 126.65251877798308	time (s) spent in epoch: 18.460219860076904
epoch: 30	train ppl: 25.73848311019068	val ppl: 167.8448515894108	best val: 126.65251877798308	time (s) spent in epoch: 18.45671582221985
epoch: 31	train ppl: 24.514001382466567	val ppl: 172.21503982729027	best val: 126.65251877798308	time (s) spent in epoch: 18.464166402816772
epoch: 32	train ppl: 23.280666848563527	val ppl: 177.2245031240089	best val: 126.65251877798308	time (s) spent in epoch: 18.46248459815979
epoch: 33	train ppl: 22.183656046006163	val ppl: 182.49988240140382	best val: 126.65251877798308	time (s) spent in epoch: 18.474109411239624
epoch: 34	train ppl: 21.106511713371525	val ppl: 187.8572560456656	best val: 126.65251877798308	time (s) spent in epoch: 18.690000534057617
epoch: 35	train ppl: 20.129309609304908	val ppl: 194.74556566657057	best val: 126.65251877798308	time (s) spent in epoch: 18.501317739486694
epoch: 36	train ppl: 19.17490503349129	val ppl: 200.88270340535655	best val: 126.65251877798308	time (s) spent in epoch: 18.481921195983887
epoch: 37	train ppl: 18.314566763504608	val ppl: 208.3938990295498	best val: 126.65251877798308	time (s) spent in epoch: 18.47065758705139
epoch: 38	train ppl: 17.486104220125835	val ppl: 214.56147957879392	best val: 126.65251877798308	time (s) spent in epoch: 18.413792848587036
epoch: 39	train ppl: 16.68038411526925	val ppl: 222.01650896031958	best val: 126.65251877798308	time (s) spent in epoch: 18.426408767700195
